date,open,high,low,close,volume
2024-06-03 13:00:00+05:30,23889.85,24139.85,23839.85,24089.85,0
2024-06-03 13:05:00+05:30,23089.85,23339.85,23039.85,23289.85,0
2024-06-03 13:10:00+05:30,22289.85,22539.85,22239.85,22489.85,0
2024-06-03 13:15:00+05:30,21489.85,21739.85,21439.85,21689.85,0
2024-06-03 13:20:00+05:30,20689.85,20939.85,20639.85,20889.85,0
2024-06-03 13:25:00+05:30,19889.85,20139.85,19839.85,20089.85,0
2024-06-03 13:30:00+05:30,19089.85,19339.85,19039.85,19289.85,0
2024-06-03 13:35:00+05:30,18289.85,18539.85,18239.85,18489.85,0
2024-06-03 13:40:00+05:30,17489.85,17739.85,17439.85,17689.85,0
2024-06-03 13:45:00+05:30,16689.85,16939.85,16639.85,16889.85,0
2024-06-03 13:50:00+05:30,15889.85,16139.85,15839.85,16089.85,0
2024-06-03 13:55:00+05:30,15089.85,15339.85,15039.85,15289.85,0
2024-06-03 14:00:00+05:30,14289.85,14539.85,14239.85,14489.85,0
2024-06-03 14:05:00+05:30,13489.85,13739.85,13439.85,13689.85,0
2024-06-03 14:10:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:15:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:20:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:25:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:30:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:35:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:40:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:45:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:50:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 14:55:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 15:00:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 15:05:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 15:10:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 15:15:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 15:20:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-03 15:25:00+05:30,12689.85,12939.85,12639.85,12889.85,0
2024-06-04 09:15:00+05:30,45889.85,46139.85,45839.85,46089.85,0
2024-06-04 09:20:00+05:30,46089.85,46339.85,46039.85,46289.85,0
2024-06-04 09:25:00+05:30,46289.85,46539.85,46239.85,46489.85,0
2024-06-04 09:30:00+05:30,46489.85,46739.85,46439.85,46689.85,0
2024-06-04 09:35:00+05:30,46689.85,46939.85,46639.85,46889.85,0
2024-06-04 09:40:00+05:30,46889.85,47139.85,46839.85,47089.85,0
2024-06-04 09:45:00+05:30,47089.85,47339.85,47039.85,47289.85,0
2024-06-04 09:50:00+05:30,47289.85,47539.85,47239.85,47489.85,0
2024-06-04 09:55:00+05:30,47489.85,47739.85,47439.85,47689.85,0
2024-06-04 10:00:00+05:30,47689.85,47939.85,47639.85,47889.85,0
2024-06-04 10:05:00+05:30,47889.85,48139.85,47839.85,48089.85,0
2024-06-04 10:10:00+05:30,48089.85,48339.85,48039.85,48289.85,0
2024-06-04 10:15:00+05:30,48289.85,48539.85,48239.85,48489.85,0
2024-06-04 10:20:00+05:30,48489.85,48739.85,48439.85,48689.85,0
2024-06-04 10:25:00+05:30,48689.85,48939.85,48639.85,48889.85,0
2024-06-04 10:30:00+05:30,48889.85,49139.85,48839.85,49089.85,0
2024-06-04 10:35:00+05:30,49089.85,49339.85,49039.85,49289.85,0
2024-06-04 10:40:00+05:30,49289.85,49539.85,49239.85,49489.85,0
2024-06-04 10:45:00+05:30,49489.85,49739.85,49439.85,49689.85,0
2024-06-04 10:50:00+05:30,49689.85,49939.85,49639.85,49889.85,0
2024-06-04 10:55:00+05:30,49889.85,50139.85,49839.85,50089.85,0
2024-06-04 11:00:00+05:30,50089.85,50339.85,50039.85,50289.85,0
2024-06-04 11:05:00+05:30,50289.85,50539.85,50239.85,50489.85,0
2024-06-04 11:10:00+05:30,50489.85,50739.85,50439.85,50689.85,0
2024-06-04 11:15:00+05:30,50689.85,50939.85,50639.85,50889.85,0
2024-06-04 11:20:00+05:30,50889.85,51139.85,50839.85,51089.85,0
2024-06-04 11:25:00+05:30,51089.85,51339.85,51039.85,51289.85,0
2024-06-04 11:30:00+05:30,51289.85,51539.85,51239.85,51489.85,0
2024-06-04 11:35:00+05:30,51489.85,51739.85,51439.85,51689.85,0
2024-06-04 11:40:00+05:30,51689.85,51939.85,51639.85,51889.85,0
2024-06-04 11:45:00+05:30,51889.85,52139.85,51839.85,52089.85,0
2024-06-04 11:50:00+05:30,52089.85,52339.85,52039.85,52289.85,0
2024-06-04 11:55:00+05:30,52289.85,52539.85,52239.85,52489.85,0
2024-06-04 12:00:00+05:30,52489.85,52739.85,52439.85,52689.85,0
2024-06-04 12:05:00+05:30,52689.85,52939.85,52639.85,52889.85,0
2024-06-04 12:10:00+05:30,52889.85,53139.85,52839.85,53089.85,0
2024-06-04 12:15:00+05:30,53089.85,53339.85,53039.85,53289.85,0
2024-06-04 12:20:00+05:30,53289.85,53539.85,53239.85,53489.85,0
2024-06-04 12:25:00+05:30,53489.85,53739.85,53439.85,53689.85,0
2024-06-04 12:30:00+05:30,53689.85,53939.85,53639.85,53889.85,0
2024-06-04 12:35:00+05:30,53889.85,54139.85,53839.85,54089.85,0
2024-06-04 12:40:00+05:30,54089.85,54339.85,54039.85,54289.85,0
2024-06-04 12:45:00+05:30,54289.85,54539.85,54239.85,54489.85,0
2024-06-04 12:50:00+05:30,54489.85,54739.85,54439.85,54689.85,0
2024-06-04 12:55:00+05:30,54689.85,54939.85,54639.85,54889.85,0
2024-06-04 13:00:00+05:30,54889.85,55139.85,54839.85,55089.85,0
2024-06-04 13:05:00+05:30,55089.85,55339.85,55039.85,55289.85,0
2024-06-04 13:10:00+05:30,55289.85,55539.85,55239.85,55489.85,0
2024-06-04 13:15:00+05:30,55489.85,55739.85,55439.85,55689.85,0
2024-06-04 13:20:00+05:30,55689.85,55939.85,55639.85,55889.85,0
2024-06-04 13:25:00+05:30,55889.85,56139.85,55839.85,56089.85,0
2024-06-04 13:30:00+05:30,56089.85,56339.85,56039.85,56289.85,0
2024-06-04 13:35:00+05:30,56289.85,56539.85,56239.85,56489.85,0
2024-06-04 13:40:00+05:30,56489.85,56739.85,56439.85,56689.85,0
2024-06-04 13:45:00+05:30,56689.85,56939.85,56639.85,56889.85,0
2024-06-04 13:50:00+05:30,56889.85,57139.85,56839.85,57089.85,0
2024-06-04 13:55:00+05:30,57089.85,57339.85,57039.85,57289.85,0
2024-06-04 14:00:00+05:30,57289.85,57539.85,57239.85,57489.85,0
2024-06-04 14:05:00+05:30,57489.85,57739.85,57439.85,57689.85,0
2024-06-04 14:10:00+05:30,57689.85,57939.85,57639.85,57889.85,0
2024-06-04 14:15:00+05:30,57889.85,58139.85,57839.85,58089.85,0
2024-06-04 14:20:00+05:30,58089.85,58339.85,58039.85,58289.85,0
2024-06-04 14:25:00+05:30,58289.85,58539.85,58239.85,58489.85,0
2024-06-04 14:30:00+05:30,58489.85,58739.85,58439.85,58689.85,0
2024-06-04 14:35:00+05:30,58689.85,58939.85,58639.85,58889.85,0
2024-06-04 14:40:00+05:30,58889.85,59139.85,58839.85,59089.85,0
2024-06-04 14:45:00+05:30,59089.85,59339.85,59039.85,59289.85,0
2024-06-04 14:50:00+05:30,59289.85,59539.85,59239.85,59489.85,0
2024-06-04 14:55:00+05:30,59489.85,59739.85,59439.85,59689.85,0
2024-06-04 15:00:00+05:30,59689.85,59939.85,59639.85,59889.85,0
2024-06-04 15:05:00+05:30,59889.85,60139.85,59839.85,60089.85,0
2024-06-04 15:10:00+05:30,60089.85,60339.85,60039.85,60289.85,0
2024-06-04 15:15:00+05:30,60289.85,60539.85,60239.85,60489.85,0
2024-06-04 15:20:00+05:30,60489.85,60739.85,60439.85,60689.85,0
2024-06-04 15:25:00+05:30,60689.85,60939.85,60639.85,60889.85,0
